Year,Institution number,Institution Name,Institution type,Region,Member year,Canadian dollar exchange rate,Rank in ARL investment index,ARL investment index value,Rank in ARL membership index,ARL membership index value,Volumes held,"Volumes added, gross","Volumes added, net",Volumes withdrawn,Monographs purchased,Current serials purchased,Current serials not purchased,Total current serials,Microforms,Government documents,Manuscripts and archives,Cartographic materials,Graphic materials,Sound recordings,Video and film,Computer files,Total interlibrary lending,Total interlibrary borrowing,Group presentations,Presentation participants,Reference queries,Initial circulation,Total circulation,Reserve circulation,Annual gate count,Professional staff,Support staff,Student assistants,Total prof. + support staff,Total prof. + support + student staff,Expenditures for monographs,Expenditures for serials,Expenditures for other materials,Misc. materials expenditures,Total materials expenditures,Expenditures for binding,Professional salaries & wages,Support staff salaries & wages,Student assistant wages,Total salaries & wages,Other operating expenditures,Total library expenditures,Total fulltime students,"Part-time students, undergraduate and graduate",Total fulltime graduate students,Part-time graduate students,Doctor's degrees awarded,Doctor's degree fields,Total teaching faculty,Expenditures for computer files,Expenditures for electronic serials,Total electronic resources expenditures,"Library expenditures for bibliographic utilities, networks, etc.","External expenditures for bibliographic utilities, networks, etc.",Expenditures for computer hardware and software,Expenditures for document delivery and interlibrary loans,Staffed service points,Library service hours,Titles held,Total university expenditures,Electronic books,One-time resource purchases,Ongoing resource purchases,Collection support,"Fringe benefits, dollar amount","Fringe benefits, official designated percent",Number of successful full-text article requests (journals),Number of regular searches (databases),Number of federated searches (databases)
2022,100,ALABAMA,State,East South Central,1967,1,69,-0.449649134,.,.,6082563,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9493,8233,899,18102,4719,35730,.,.,742762,77,47,39,124,163,.,.,.,.,13313506,.,5186253,1492621,544157,7223031,2537690,23074227,38320,6425,3291,2861,266,57,1557,.,.,.,.,40884,.,.,.,.,5709900,.,2781589,1533185,11095746,684575,.,32,2530626,5943279,139075235
2022,200,ALBERTA,Canadian,Canada,1969,1.2657,42,0.001510428,.,.,8458875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19808,8261,636,23301,26109,62208,.,.,565580,71,86,20,157,177,.,.,.,.,15769331.6,.,6622391.56,5331710.52,492218.54,12446320.61,3583182.43,31798834.64,37878,4444,6836,1566,420,.,1519,.,.,.,.,.,.,.,.,.,5835354,.,2207601,2428358.22,12777335.86,563637.51,3102052.62,.,.,.,.
2022,300,ARIZONA,State,Mountain,1967,1,44,-0.022930846,.,.,5469600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17899,10994,756,12130,7393,23415,.,.,1421761,118,58,30,176,206,.,.,.,.,14978097,.,8486409,2745829,821645,12053883,3975597,31007577,38058,13842,7676,3817,1138,129,2177,.,.,.,.,1125949,.,.,.,.,6592440,.,2673365,1410321,12484481,1083295,3546255,31.9,3271527,5902654,150279
2022,400,ARIZONA STATE,State,Mountain,1973,1,52,-0.182388725,.,.,5406067,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16541,27011,426,10079,19099,42170,.,.,2319056,57,122,.,179,179,.,.,.,.,12931876,.,4704054,6357918,1031821,12093793,4318972,29344641,89645,46084,14143,14161,958,90,3404,.,.,.,.,.,.,.,.,.,5532894,.,1767409,1381830,11391212,158834,3387044,32.6,3468741,9189373,.
2022,440,AUBURN,State,East South Central,1992,1,101,-0.766675088,.,.,4994898,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17673,6705,511,8729,11007,45212,.,.,849510,62,27,73,89,162,.,.,.,.,9596105,.,4034436,860490,1344662,6239588,1918804,17754497,26479,5285,3500,2885,555,63,1435,.,.,.,.,.,.,.,.,.,4053820,.,1485650,1066416,8449947,79742,1479586,31,2147624,1659098,.
2022,470,AUC WOODRUFF,Private,South Atlantic,2022,1,115,-1.158723568,.,.,840770,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2156,1020,256,4826,12734,7455,.,.,164762,41,54,0,95,95,.,.,.,.,2623695,.,2758610,1255915,.,4014525,5410835,12049055,8257,877,489,277,43,7,540,.,.,.,.,13249,.,.,.,.,1698010,.,132934,277300,2109915,236480,1472840,37,295183,833811,2691
2022,500,BOSTON,Private,New England,1962,1,67,-0.432936528,.,.,6725135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12280,10700,826,14176,10471,15392,.,.,628327,84,80,30,164,194,.,.,.,.,12959298,.,5515297,3792373,196264,9503934,1024694,23487926,87753,22389,34551,20214,3453,408,9336,.,.,.,.,1337138,.,.,.,.,6953699,.,5267795,1473280,11135959,350059,1725573,25,2331340,2525963,195482
2022,550,BOSTON COLLEGE,Private,New England,2000,1,51,-0.180613049,.,.,4661082,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20535,28069,692,7827,11017,89639,.,.,1579013,87,57,34,144,178,.,.,.,.,15268859,.,7456692,2494536,863215,10814443,1587041,27670343,13566,1843,3907,1667,355,25,880,.,.,.,.,.,.,.,.,.,3560029,.,1311059,2464811,12573918,230130,3633614,37,1300964,2557227,2665721
2022,600,BRIGHAM YOUNG,Private,Mountain,1974,1,41,0.027847466,.,.,6602082,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20385,17231,2265,44276,64079,198480,.,.,2057622,107,58,198,165,363,.,.,.,.,14716784,.,9621786,2795200,2887524,15304510,1888644,31909938,28282,3360,2025,1144,233,30,1286,.,.,.,.,209906,.,.,.,.,6894980,.,1874575,2411957,12182600,122227,6895021,55.6,1773388,8396144,621070879
2022,700,BRITISH COLUMBIA,Canadian,Canada,1967,1.2657,24,0.680625719,.,.,8900954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12049,7122,978,27593,33821,82079,.,.,1529707,143,132,24,275,299,.,.,.,.,21598580.23,.,11268739.83,5165710.67,669239.95,17103690.45,4673357.83,43375628.51,49754,21438,10869,1694,501,109,4694,.,.,.,.,.,.,.,.,.,7949026,.,3819149,8594610.1,12835213.72,168756.42,3636955.04,18,.,.,.
2022,800,BROWN,Private,New England,1932,1,55,-0.259902922,.,.,6446566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18630,16655,347,4246,6468,39869,.,.,742685,70,72,13,142,155,.,.,.,.,14753993,.,5582936,3763580,253826,9600342,2293019,26647354,10254,440,3174,173,289,46,931,.,.,.,.,0,.,.,.,.,5558523,.,2803236,1801549,12129184,823260,2733544,29.5,1544746,1153042,1810
2022,860,CALGARY,Canadian,Canada,2009,1.2657,74,-0.497165904,.,.,6232990,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2168,9083,610,14695,17173,19739,.,.,498745,66,85,8,151,159,.,.,.,.,10783141.34,.,4525224.78,4124693.06,257355.61,8907273.45,3492269.89,23182684.68,33180,2480,6410,1000,474,51,1788,.,.,.,.,313688.87,.,.,.,.,5166839,.,2090566,2721392.12,7935882.91,125866.32,1989122.22,20.5,3836774,6142891,8978347
2022,900,"CALIFORNIA, BERKELEY",State,Pacific,1932,1,10,1.508743806,.,.,13890919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14215,18271,814,18405,24296,188975,.,.,2585544,239,102,85,341,426,.,.,.,.,21570833,.,23532159,6042980,2558680,32133819,4596807,58301459,41155,4280,10758,2534,836,88,1789,.,.,.,.,1551906,.,.,.,.,8475587,.,2098896,6477524,13201276,1892033,11255246,36,3882445,.,.
2022,1000,"CALIFORNIA, DAVIS",State,Pacific,1969,1,63,-0.412022557,.,.,6326587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28459,13595,556,12204,9399,37503,.,.,976907,80,47,14,127,141,.,.,.,.,10227359,.,8656012,2590457,470790,11717259,2139703,24084321,38377,1673,7595,798,1109,73,1547,.,.,.,.,0,.,.,.,.,4540712,.,1436226,2078535,8135975,12849,4204606,51,.,.,.
2022,1050,"CALIFORNIA, IRVINE",State,Pacific,1981,1,62,-0.404922198,.,.,4811469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6445,12588,674,13653,4067,22218,.,.,750000,69,94,15,163,178,.,.,.,.,10830430,.,6554278,5009813,402814,11966905,1832932,24630267,35091,1414,6354,702,710,70,1371,.,.,.,.,1589215,.,.,.,.,4293773,.,2357076,1375702,9262381,192347,4101652,.,.,.,.
2022,1100,"CALIFORNIA, LOS ANGELES",State,Pacific,1937,1,11,1.400874592,.,.,14315503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15429,23151,1368,24355,11470,93611,.,.,.,171,160,55,331,386,.,.,.,.,19430929,.,18674293,10018919,1882629,30575841,8139595,58146365,45381,2135,13897,1500,1466,83,2404,.,.,.,.,1685099,.,.,.,.,17502759,.,3246731,5706887,11494308,2229734,11739825,.,19476316,20402838,.
2022,1200,"CALIFORNIA, RIVERSIDE",State,Pacific,1979,1,112,-1.055370942,.,.,4981818,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6093,7102,288,11577,4515,23401,.,.,509184,31,64,14,95,109,.,.,.,.,5479823,.,2408471,3935975,424122,6768568,1114189,13362580,25527,1282,3571,335,331,42,964,.,.,.,.,965310,.,.,.,.,3521117,.,1710748,669925,4714485,95413,2546131,50,1232324,1370271,.
2022,1300,"CALIFORNIA, SAN DIEGO",State,Pacific,1973,1,47,-0.129054124,.,.,7429538,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9859,14308,322,17877,9394,48169,.,.,2088320,119,98,23,217,240,.,.,.,.,8602019,.,11739248,5255527,742269,17737044,3795770,30134833,40280,1605,7953,589,585,76,3059,.,.,.,.,10793761,.,.,.,.,4039847,.,1707691,1104029,7497990,0,6615360,51,3307158,9920052,0
2022,1400,"CALIFORNIA, SANTA BARBARA",State,Pacific,1973,1,95,-0.654554699,.,.,3622012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8029,16188,242,13263,8002,29733,.,.,1771399,44,85,25,129,154,.,.,.,.,6977462,.,4888724,5291578,619543,10799845,3245243,21022550,26124,633,3012,21,287,47,1158,.,.,.,.,.,.,.,.,.,3988402,.,1457633,2549617,4400936,26909,4682107,.,1822204,1045641,2282
2022,1450,"CALIFORNIA, SANTA CRUZ",State,Pacific,2022,1,116,-1.216306522,.,.,2714412,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3006,5687,160,4162,1501,12694,.,.,389575,24,36,16,60,76,.,.,.,.,3494770,.,2763784,2260360,520638,5544782,1383081,10422633,17149,715,1918,59,201,36,775,.,.,.,.,736723,.,.,.,.,2584404,.,1817556,722526,2772244,0,1958442,38,1355746,2585522,230492
2022,1500,CASE WESTERN RESERVE,Private,East North Central,1969,1,99,-0.731638926,.,.,4475854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9626,6934,503,9978,9059,27081,.,.,383565,67,35,23,102,125,.,.,.,.,10272399,.,4381521,1221865,383138,5986524,1916178,18175101,11023,373,5362,329,612,57,737,.,.,.,.,287602,.,.,.,.,3688574,.,1747234,912463,9131747,228189,1846286,33,2521602,1435557,.
2022,1600,CHICAGO,Private,East North Central,1932,1,35,0.284921112,.,.,12830591,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35650,27376,439,9253,9213,103243,.,.,926679,55,137,76,192,268,.,.,.,.,19802624,.,5515603,6903075,1962480,14381158,2726709,36910491,16756,2137,9155,2087,761,82,2579,.,.,.,.,250000,.,.,.,.,8472486,.,2463338,5777203,13476553,548868,2846592,24.8,5580476,3724571,74519178
2022,1700,CINCINNATI,State,East North Central,1932,1,72,-0.472231098,.,.,3920634,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11000,5889,455,9997,4363,45737,.,.,854067,101,20,39,121,160,.,.,.,.,11745532,.,7446000,1315574,624616,9386190,1376004,22507726,31186,9969,5949,5412,803,98,2287,.,.,.,.,944990,.,.,.,.,4538933,.,1999533,1485702,10159183,100647,2576131,28.05,2191398,4627063,0
2022,1800,COLORADO,State,Mountain,1964,1,50,-0.175894358,.,.,15368257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26122,11477,860,14087,20844,77368,.,.,779214,95,41,23,136,159,.,.,.,.,15703787,.,7411832,2151021,380656,9943509,1973970,27621266,31371,7361,2906,5208,603,61,1694,.,.,.,.,182598,.,.,.,.,11637814,.,4514526,3895010,10630668,1178109,3188560,37,2379909,6370294,4655507
2022,1900,COLORADO STATE,State,Mountain,1975,1,104,-0.819685157,.,.,2057091,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58524,11103,337,7329,20012,24008,.,.,795762,47,28,40,75,115,.,.,.,.,9450289,.,3594863,1442785,465054,5502702,1801160,16754151,22955,9631,2939,4693,460,27,1428,.,.,.,.,.,.,.,.,.,2992179,.,1403469,726713,8670647,52929,1593377,26.7,2119749,922116,1401384
2022,2000,COLUMBIA,Private,Middle Atlantic,1932,1,5,2.234317009,.,.,15875495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33588,56675,1193,17338,30571,129158,.,.,2625270,246,144,44,390,434,.,.,.,.,34787884,.,22832093,7106528,896582,30835203,4019576,69642663,35833,7406,24236,6304,1500,210,2513,.,.,.,.,0,.,.,.,.,11895583,.,3999900,9034154,21288820,4464910,9783861,31.75,.,.,.
2022,2100,CONNECTICUT,State,New England,1962,1,64,-0.413973079,.,.,3917568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15325,19868,487,7642,9027,13626,.,.,1041222,99,21,27,120,147,.,.,.,.,11410172,.,8654401,1138978,567222,10360601,1813747,23584520,28416,3730,5668,2641,768,100,2037,.,.,.,.,573276,.,.,.,.,3797726,.,1395110,1710371,8788198,911603,7401514,79,2969366,2582519,733123
2022,2200,CORNELL,Private,Middle Atlantic,1932,1,17,0.889053489,.,.,10548771,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15599,26583,1176,19157,24023,97946,.,.,1618249,175,139,33,314,347,.,.,.,.,19403098,.,15951152,7562457,675978,24189587,3913809,47506494,25008,574,9558,521,825,111,1875,.,.,.,.,.,.,.,.,.,9009484,.,2151765,3905829,14971895,525374,6862084,37,5841500,.,.
2022,2300,DARTMOUTH,Private,New England,1932,1,71,-0.46059701,.,.,4326079,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25496,15146,1130,12652,8949,99774,.,.,1000747,79,62,12,141,153,.,.,.,.,12000851,.,5848776,2346498,253044,8448318,2691415,23140584,6701,43,2244,43,210,22,746,.,.,.,.,.,.,.,.,.,3886319,.,2135355,1354863,10483662,162326,3002588,35,1845647,1265439,54
2022,2350,DELAWARE,State,South Atlantic,1983,1,89,-0.600458054,.,.,3715904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25710,16551,502,12499,12664,24274,.,.,362330,79,41,7,120,127,.,.,.,.,11294260,.,6068631,1679122,173216,7920969,1003422,20218651,21490,1803,3504,1082,332,62,1317,.,.,.,.,0,.,.,.,.,3503037,.,1033213,3118768,7504609,670883,3470569,38.9,1707192,6134703,2056311
2022,2400,DUKE,Private,South Atlantic,1932,1,22,0.720559291,.,.,9040924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21169,22504,1031,15181,21277,115105,.,.,.,220,70,23,290,313,.,.,.,.,19866005,.,16143962,3211210,515555,19870727,3763554,43500286,17013,607,10175,562,946,62,1346,.,.,.,.,0,.,.,.,.,7310122,.,3184799,4610386,14653773,601846,5180356,27.7,3759019,2770106,3747459
2022,2500,EMORY,Private,South Atlantic,1975,1,16,0.901616478,.,.,5951113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15984,5935,1116,24521,22295,81225,.,.,987904,213,65,85,278,363,.,.,.,.,21470948,.,15518661,2627787,575027,18721475,6924470,47116893,14450,1396,6356,1293,810,51,1546,.,.,.,.,.,.,.,.,.,5343790,.,2170089,6582078,14850233,38637,4944960,27.25,1806883,3692325,.
2022,2600,FLORIDA,State,South Atlantic,1956,1,36,0.278392077,.,.,6874323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3483,13706,1025,19826,19051,47810,.,.,3116058,133,185,73,318,391,.,.,.,.,15456411,.,8965519,5981469,481805,15428793,6539550,37424754,46962,14150,13075,6857,5328,90,5413,.,.,.,.,538953,.,.,.,.,6175314,.,2135382,1717886,13355412,383113,5755237,26.8,23704979,6032927,.
2022,2700,FLORIDA STATE,State,South Atlantic,1962,1,78,-0.543622265,.,.,3819500,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6691,8243,392,10604,17597,105053,.,.,1028123,113,52,77,165,242,.,.,.,.,10545559,.,7324428,1580998,866867,9772293,1091358,21409210,36997,8496,6648,4913,778,67,2025,.,.,.,.,420701,.,.,.,.,4577256,.,2124245,3486035,6741370,318154,2243696,33,2105467,4612085,8062
2022,2750,GEORGE WASHINGTON,Private,South Atlantic,1998,1,54,-0.243289015,.,.,4022809,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6912,16322,1326,15865,11552,19098,.,.,689350,106,54,28,160,188,.,.,.,.,12422195,.,9710946,2797795,678982,13187723,1091943,26701861,17654,8285,7315,7068,1078,64,1295,.,.,.,.,0,.,.,.,.,3475913,.,1535283,1320047,9313768,1788380,3158666,25,4014542,3663332,928736
2022,2800,GEORGETOWN,Private,South Atlantic,1962,1,57,-0.331438956,.,.,6259132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17556,17950,937,20414,14444,58764,.,.,1084976,85,63,23,148,171,.,.,.,.,13041379,.,6609098,3181389,676902,10467389,1896231,25404999,15382,5553,8169,5168,1014,29,1185,.,.,.,.,1731,.,.,.,.,6008329,.,3296309,1472780,11392992,175607,3686452,37,2398934,2082214,507689
2022,2900,GEORGIA,State,South Atlantic,1967,1,46,-0.109362074,.,.,5515503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17313,7814,1514,29615,6610,68215,.,.,4047294,111,109,54,220,274,.,.,.,.,15027441,.,7603672,3907718,750227,12261617,2025621,29314679,35681,4437,7458,2494,908,27,2115,.,.,.,.,.,.,.,.,.,5119393,.,972471,1812130,12591227,624084,4406932,.,5537106,5242632,2023419
2022,2950,GEORGIA TECH,State,South Atlantic,1983,1,73,-0.486360597,.,.,4326331,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3867,2782,374,10503,3086,35370,.,.,1113655,51,35,5,86,91,.,.,.,.,14440150,.,4098090,1584392,75351,5757833,1940690,22138673,23912,21384,7705,19176,561,39,1044,.,.,.,.,.,.,.,.,.,3882630,.,2721195,94445,14345705,.,1999720,28.8,2937561,1266447,.
2022,3000,GUELPH,Canadian,Canada,1979,1.2657,109,-0.927700508,.,.,4094502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5688,5077,1345,18270,19525,16579,.,.,647843,65,52,10,117,127,.,.,.,.,6896042.51,.,5050781.39,1971827.45,237343.76,7259952.6,737615.55,14893610.65,21129,2754,2910,228,175,.,823,.,.,.,.,0,.,.,.,.,3346101,.,2246345,888564.43,5619214.66,388263.41,1848521.77,25.5,2245787,1425977,138
2022,3100,HARVARD,Private,New England,1932,1,1,4.722374413,.,.,20090551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25658,96506,1958,28050,118952,205581,.,.,.,467,262,.,729,729,.,.,.,.,43651771,.,38424733,15470280,2243179,56138192,17510855,117300818,21160,10185,13677,8089,1596,79,2099,.,.,.,.,1885640,.,.,.,.,19734533,.,2905860,16632505,22319217,4700049,23953550,30.9,5558566,9046212,23269
2022,3200,HAWAII,State,Pacific,1976,1,80,-0.559999662,.,.,4129541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3691,19303,638,8098,4804,76545,.,.,254217,77,42,22,119,141,.,.,.,.,10563252,.,6883675,1982454,567079,9433208,1169411,21165871,14388,5460,3109,2619,548,63,1217,.,.,.,.,0,.,.,.,.,5000453,.,1545364,551283,9705439,306530,1222699,53.14,1071108,1651667,204318
2022,3300,HOUSTON,State,West South Central,1975,1,70,-0.457319019,.,.,3643267,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12843,10517,585,12558,32480,29354,.,.,952358,100,24,21,124,145,.,.,.,.,13007752,.,6459253,900577,416385,7776215,1861209,22645176,33368,13663,5720,2730,820,45,1615,.,.,.,.,0,.,.,.,.,3413115,.,1338909,922716,10964780,1120256,414973,22.5,1602596,3098266,754599
2022,3490,"ILLINOIS, CHICAGO",State,East North Central,1988,1,94,-0.645585656,.,.,3157056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23990,16045,737,13525,16193,7790,.,.,523056,59,59,13,118,131,.,.,.,.,9737410,.,5072667,3212765,469150,8754582,1611539,20103531,28483,5713,8415,3505,356,63,2487,.,.,.,.,0,.,.,.,.,2467109,.,766799,238638,9497871,901,2986108,36,2829812,6314599,214
2022,3500,"ILLINOIS, URBANA",State,East North Central,1932,1,13,1.241607385,.,.,15759128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32897,12245,1485,24730,41804,133675,.,.,2783663,180,148,59,328,387,.,.,.,.,21380772,.,14035631,7299969,1621200,22956800,10859990,55197562,46600,10007,13119,8709,1174,90,2423,.,.,.,.,.,.,.,.,.,9913445,.,1930145,4040811,16294159,1045802,8065378,40.3,7960247,9858261,.
2022,3600,INDIANA,State,East North Central,1932,1,26,0.494199546,.,.,11570369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20048,13207,1426,13827,10733,121904,.,.,1694311,176,114,64,290,354,.,.,.,.,19389631,.,11872800,3848678,1291860,17013338,3475345,39878314,40072,5256,6912,4163,703,91,2089,.,.,.,.,229540,.,.,.,.,9282808,.,2266215,6630140,11686714,1072777,6079255,39.94,2233037,.,.
2022,3700,IOWA,State,West North Central,1932,1,33,0.294499317,.,.,9469609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23284,12369,1053,16011,38869,72317,.,.,1125625,132,59,27,191,218,.,.,.,.,19289211,.,9475937,3420282,622508,13518727,3347075,36155013,24854,5055,5106,3195,330,73,1404,.,.,.,.,0,.,.,.,.,5852477,.,2808582,2040529,16146621,1102061,5155053,41,0,0,0
2022,3800,IOWA STATE,State,West North Central,1932,1,81,-0.572799562,.,.,3389083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15820,10861,75,1449,506,20051,.,.,824738,80,22,21,102,123,.,.,.,.,12328617,.,4808297,1623160,375961,6807418,1673967,20810002,27553,2955,3092,1608,475,81,1410,.,.,.,.,.,.,.,.,.,1508570,.,1735492,2501359,8741389,1085869,2439176,.,2350014,1202859,33422
2022,3900,JOHNS HOPKINS,Private,South Atlantic,1932,1,15,0.905330744,.,.,5734210,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40354,24231,560,10180,16445,117289,.,.,914692,131,84,18,215,233,.,.,.,.,24058538,.,11401870,3300533,578512,15280915,8075788,47415241,16888,14387,11244,13987,726,57,1390,.,.,.,.,0,.,.,.,.,4701584,.,1994965,3384679,20270756,403103,4669324,34,10900337,34444991,6702794
2022,4100,KANSAS,State,West North Central,1932,1,87,-0.595931,.,.,6070809,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16473,12959,524,7536,11531,57076,.,.,471252,51,72,29,123,152,.,.,.,.,10593050,.,4038425,4411654,601660,9051739,1544645,21189434,22467,4663,5849,2123,1066,94,2424,.,.,.,.,.,.,.,.,.,6125594,.,1688089,2024871,7972238,595941,2811374,.,2140661,2273985,488869
2022,4200,KENT STATE,State,East North Central,1974,1,117,-1.234287293,.,.,3113303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1661,7608,252,5050,4632,29892,.,.,584786,57,4,13,61,74,.,.,.,.,4223936,.,4309845,176336,195747,4681928,376910,9282774,21731,6651,2958,2506,131,.,1243,.,.,.,.,614567,.,.,.,.,2835712,.,1346159,348522,3730419,144995,1649569,35,803944,4607607,1236241
2022,4300,KENTUCKY,State,East South Central,1952,1,77,-0.506205821,.,.,5866790,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8605,12347,936,15459,8986,54138,.,.,327111,79,69,20,148,168,.,.,.,.,11963736,.,5998521,2303480,261923,8563924,1562434,22090094,26273,4117,6444,2046,938,84,1422,.,.,.,.,183105,.,.,.,.,5267722,.,2572877,2365188,8744311,854237,2700159,30,2090875,910615,32506
2022,4350,LAVAL,Canadian,Canada,1985,1.2657,90,-0.604351617,.,.,3664046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13141,7078,676,13231,21237,91286,.,.,285886,74,90,1,164,165,.,.,.,.,10768072.21,.,5189251.8,4447512.05,44726.24,9681490.08,144448.92,20594011.22,30780,17300,9000,5200,803,89,1383,.,.,.,.,.,.,.,.,.,2535440,.,579495,2182743.15,8245052.54,340276.53,2267082.25,20.91,3653243,3148324,.
2022,4400,LOUISIANA STATE,State,West South Central,1938,1,108,-0.9071381,.,.,4043509,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7466,21096,543,25839,7407,17971,.,.,27251,72,58,17,130,147,.,.,.,.,7781158,.,4438660,1584105,334076,6356841,1054600,15192599,31233,5967,5883,1931,926,56,1433,.,.,.,.,122096,.,.,.,.,7112848,.,2136984,885744,6753911,141503,2279251,44,1537713,2087567,174097
2022,4420,LOUISVILLE,State,East South Central,2002,1,100,-0.753325014,.,.,1875246,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13382,13013,423,8342,14263,67538,.,.,1160364,56,45,21,101,122,.,.,.,.,10778492,.,3955420,1839236,267054,6061710,779891,17620093,15542,6678,4166,1933,559,40,1824,.,.,.,.,157232,.,.,.,.,593027,.,509487,1074828,9448936,254728,1829251,28.5,976028,2164847,.
2022,4500,MCGILL,Canadian,Canada,1932,1.2657,39,0.131218289,.,.,9209799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13465,9788,770,25448,36165,45809,.,.,1208916,90,75,39,165,204,.,.,.,.,20412252.51,.,5970540.41,4727631.35,548599.19,11246770.96,1442315.71,33101339.18,34379,4888,10741,1761,512,86,1778,.,.,.,.,.,.,.,.,.,8804010,.,4594735,6893062.34,13298137.79,221052.38,1868998.97,28,12562663,16320575,2683217
2022,4600,MCMASTER,Canadian,Canada,1976,1.2657,84,-0.587754096,.,.,3702202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4341,4237,448,19061,12526,16036,.,.,577374,63,58,13,121,134,.,.,.,.,11778097.5,.,4276522.08,2443433.67,98816.47,6818772.22,2247839.14,20844708.86,35008,2361,4329,921,248,47,997,.,.,.,.,2370.23,.,.,.,.,3615390,.,1975780,1053105.79,9973669.91,751321.8,1814957.73,28,3951798,9694655,10874747
2022,4650,MANITOBA,Canadian,Canada,1981,1.2657,79,-0.548301436,.,.,5543322,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3232,2893,411,13414,10263,8518,.,.,36596,58,83,25,141,166,.,.,.,.,10508118.04,.,4880731.61,3263071.82,13958.28,8157761.71,3373794.74,22039674.49,25202,5070,3247,613,173,49,1367,.,.,.,.,.,.,.,.,.,5893687,.,3984435,2113391.8,8254235.6,140490.64,1565208.19,22.15,2395438,2584797,1047425
2022,4700,MARYLAND,State,South Atlantic,1962,1,45,-0.025077286,.,.,6981867,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19755,34205,589,12830,21617,33341,.,.,.,112,54,29,166,195,.,.,.,.,13111734,.,9544353,2829590,830228,13204171,5052129,31368034,34363,4627,8096,2343,632,84,1894,.,.,.,.,757653,.,.,.,.,6700388,.,4611668,2296140,10156645,658949,389924,.,4841463,6101655,.
2022,4800,MASSACHUSETTS,State,New England,1968,1,98,-0.720657904,.,.,4594162,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10041,13836,462,14774,8184,42270,.,.,799232,63,46,24,109,133,.,.,.,.,9224396,.,5258769,2485781,417956,8162506,1179792,18566694,25259,6786,2720,5094,395,50,1449,.,.,.,.,220694,.,.,.,.,3781872,.,1747273,1564052,7401422,258922,191804,40.18,2030674,1172255,.
